Time (years),Observed Velocity (cm/s)
4.808480848,2.710599853
4.809480948,3.465968103
4.810481048,5.14900095
4.811481148,4.434486575
4.812481248,3.835648525
4.813481348,3.552024722
4.814481448,3.499273999
4.815481548,3.093809965
4.816481648,4.219224051
4.817481748,2.739870337
4.818481848,1.925439188
4.819481948,2.696155997
4.820482048,3.164382894
4.821482148,3.919367769
4.822482248,1.138784187
4.823482348,1.62487864
4.824482448,2.678726898
4.825482548,2.189258601
4.826482648,1.896441328
4.827482748,4.243707949
4.828482848,2.932702557
4.829482948,4.70328599
4.830483048,3.660560514
4.831483148,1.503535831
4.832483248,0.715838087
4.833483348,1.651884503
4.834483448,2.491472344
4.835483548,1.750017511
4.836483648,2.840677975
4.837483748,2.801546352
4.838483848,0.999772404
4.839483948,1.609650759
4.840484048,3.158630186
4.841484148,2.368853728
4.842484248,2.270976616
4.843484348,1.547757171
4.844484448,1.936387546
4.845484548,-0.468833836
4.846484648,0.790101018
4.847484748,2.171697598
4.848484848,0.385383613
4.849484948,2.976242422
4.850485049,3.637057476
4.851485149,0.329814873
4.852485249,1.302757558
4.853485349,0.839557119
4.854485449,2.68904432
4.855485549,1.4722419
4.856485649,1.274079655
4.857485749,0.388237256
4.858485849,1.371283098
4.859485949,0.435608285
4.860486049,1.769503376
4.861486149,-0.033161929
4.862486249,-0.140620891
4.863486349,-0.912252322
4.864486449,0.414980698
4.865486549,0.784444559
4.866486649,-0.650084925
4.867486749,0.630853048
4.868486849,1.095968191
4.869486949,1.696979981
4.870487049,-1.569916575
4.871487149,-0.959252307
4.872487249,1.932560342
4.873487349,-0.933435347
4.874487449,-0.24538627
4.875487549,0.776726616
4.876487649,2.068748919
4.877487749,2.530057316
4.878487849,3.433103565
4.879487949,0.535434145
4.880488049,-0.557872978
4.881488149,-0.317464345
4.882488249,-1.428496614
4.883488349,2.431530805
4.884488449,2.670081585
4.885488549,3.751104724
4.886488649,0.951300084
4.887488749,0.516664843
4.888488849,0.870809537
4.889488949,2.202241454
4.890489049,1.840392176
4.891489149,1.405640703
4.892489249,1.244361146
4.893489349,1.561232752
4.894489449,-0.019529136
4.895489549,2.039646179
4.896489649,3.632918662
4.897489749,-0.171134827
4.898489849,4.371588132
4.899489949,2.954481335
4.900490049,3.086289383
4.901490149,2.621215126
4.902490249,2.576747415
4.903490349,2.388341478
4.904490449,3.218204854
4.905490549,2.016610905
4.906490649,2.54548472
4.907490749,5.289623075
4.908490849,3.841062097
4.909490949,1.21882713
4.910491049,4.576564196
4.911491149,4.228919776
4.912491249,3.018882555
4.913491349,2.862893686
4.914491449,4.349880273
4.915491549,5.105205991
4.916491649,4.967054171
4.917491749,5.053795804
4.918491849,3.887578905
4.919491949,4.625297747
4.920492049,4.552941086
4.921492149,4.343906689
4.922492249,6.542581729
4.923492349,4.074141275
4.924492449,5.874928911
4.925492549,7.219764878
4.926492649,7.378885126
4.927492749,4.54595679
4.928492849,6.000957486
4.929492949,8.349438856
4.930493049,5.634860327
4.931493149,5.42560753
4.932493249,5.774528182
4.933493349,7.788778258
4.934493449,7.533669389
4.935493549,6.781104548
4.936493649,7.958158111
4.937493749,7.021552908
4.938493849,8.761576131
4.939493949,8.840507053
4.940494049,7.785118698
4.941494149,7.334386109
4.942494249,8.158314005
4.943494349,7.120640598
4.944494449,8.068522436
4.945494549,8.183465648
4.946494649,6.175338318
4.947494749,9.154810194
4.948494849,9.281305358
4.949494949,7.920733028
4.95049505,8.365538052
4.95149515,9.135900716
4.95249525,9.531366201
4.95349535,8.072623971
4.95449545,8.257040012
4.95549555,10.85524495
4.95649565,9.668816405
4.95749575,10.22113572
4.95849585,8.363175329
4.95949595,8.474888025
4.96049605,8.775995647
4.96149615,9.063394989
4.96249625,10.49938089
4.96349635,9.268265838
4.96449645,11.19831375
4.96549655,10.94423404
4.96649665,9.057895844
4.96749675,8.455611885
4.96849685,10.45324692
4.96949695,8.925890068
4.97049705,10.81853435
4.97149715,9.345860222
4.97249725,9.80249059
4.97349735,9.239467974
4.97449745,10.02706463
4.97549755,10.15812855
4.97649765,8.290441352
4.97749775,9.62508393
4.97849785,9.09087833
4.97949795,11.32035275
4.98049805,8.411581933
4.98149815,10.41196975
4.98249825,8.977490194
4.98349835,8.44623079
4.98449845,9.271531102
4.98549855,8.960408276
4.98649865,7.019382321
4.98749875,9.896641394
4.98849885,5.93119136
4.98949895,7.117187839
4.99049905,7.459814649
4.99149915,8.956697432
4.99249925,8.7026138
4.99349935,8.451953968
4.99449945,8.10672934
4.99549955,6.285131516
4.99649965,5.347594873
4.99749975,6.307925361
4.99849985,6.695547584
4.99949995,6.772107868
5.00050005,6.25548469
5.00150015,6.496920845
5.00250025,7.372875539
5.00350035,6.663039274
5.00450045,5.968057675
5.00550055,5.140641314
5.00650065,6.05559216
5.00750075,6.631899891
5.00850085,5.555863173
5.00950095,4.774007345
5.01050105,4.357006255
5.01150115,3.028842782
5.01250125,3.722269459
5.01350135,4.258862581
5.01450145,3.808687331
5.01550155,4.762147482
5.01650165,3.881262932
5.01750175,2.037423526
5.01850185,3.725192888
5.01950195,2.827872588
5.02050205,2.705012902
5.02150215,2.252714817
5.02250225,-0.119152714
5.02350235,1.250096204
5.02450245,1.660820696
5.02550255,1.555710324
5.02650265,1.961700148
5.02750275,-0.464901733
5.02850285,1.003916823
5.02950295,0.093548869
5.03050305,0.536813724
5.03150315,-0.127167474
5.03250325,0.928928374
5.03350335,0.075801206
5.03450345,1.937269023
5.03550355,0.125472378
5.03650365,0.028704646
5.03750375,-2.767393005
5.03850385,-1.532660682
5.03950395,-3.44024737
5.04050405,-1.163560374
5.04150415,-2.12544389
5.04250425,-2.176980607
5.04350435,-4.648316519
5.04450445,-1.932850408
5.04550455,-1.884182092
5.04650465,-2.276124841
5.04750475,-4.03310835
5.04850485,-4.008515035
5.04950495,-2.466426287
5.050505051,-3.877798361
5.051505151,-3.341718267
5.052505251,-5.671102659
5.053505351,-5.053199039
5.054505451,-3.87866558
5.055505551,-4.325821416
5.056505651,-5.851247832
5.057505751,-6.378421255
5.058505851,-5.642945423
5.059505951,-3.920919458
5.060506051,-4.463675473
5.061506151,-4.337008385
5.062506251,-5.712682269
5.063506351,-6.349234839
5.064506451,-6.107417437
5.065506551,-4.649787205
5.066506651,-5.24695647
5.067506751,-7.134868141
5.068506851,-5.015388034
5.069506951,-6.219382484
5.070507051,-6.67983453
5.071507151,-7.896807019
5.072507251,-7.204295192
5.073507351,-7.322030367
5.074507451,-5.278343786
5.075507551,-5.972144041
5.076507651,-4.981443678
5.077507751,-7.132964157
5.078507851,-6.203480156
5.079507951,-7.009713543
5.080508051,-6.96497841
5.081508151,-7.240201132
5.082508251,-6.542184051
5.083508351,-5.509738188
5.084508451,-6.772101836
5.085508551,-6.050452568
5.086508651,-7.205612643
5.087508751,-5.757749062
5.088508851,-6.964458616
5.089508951,-7.715444605
5.090509051,-4.921943544
5.091509151,-5.934092249
5.092509251,-7.442177497
5.093509351,-6.861238993
5.094509451,-8.834895355
5.095509551,-6.611168408
5.096509651,-6.870422102
5.097509751,-6.584446962
5.098509851,-4.93247033
5.099509951,-5.571011764
5.100510051,-5.007201353
5.101510151,-5.63564472
5.102510251,-5.730933943
5.103510351,-6.855201188
5.104510451,-4.636813523
5.105510551,-4.323246722
5.106510651,-5.976378134
5.107510751,-4.155681275
5.108510851,-4.734346608
5.109510951,-4.736677683
5.110511051,-4.009349279
5.111511151,-5.969291406
5.112511251,-4.497547206
5.113511351,-5.203493388
5.114511451,-1.989956969
5.115511551,-3.184409912
5.116511651,-4.087719183
5.117511751,-2.602229927
5.118511851,-3.048258253
5.119511951,-3.690182017
5.120512051,-3.684353834
5.121512151,-4.330134437
5.122512251,-2.579293677
5.123512351,-1.814617491
5.124512451,-1.720521142
5.125512551,-1.739511107
5.126512651,-2.423394577
5.127512751,-1.764711279
5.128512851,-1.976373949
5.129512951,-1.604896875
5.130513051,-2.005250274
5.131513151,1.036180335
5.132513251,0.71938487
5.133513351,-1.718793141
5.134513451,-1.437866474
5.135513551,0.863678977
5.136513651,-0.397203743
5.137513751,0.420079129
5.138513851,0.403951913
5.139513951,1.148307015
5.140514051,1.16851109
5.141514151,1.0755273
5.142514251,0.043149666
5.143514351,0.994435745
5.144514451,2.817256095
5.145514551,2.423025801
5.146514651,0.216225597
5.147514751,2.617001969
5.148514851,2.532999886
5.149514951,1.67560447
5.150515052,3.832187035
5.151515152,2.163350328
5.152515252,2.131890062
5.153515352,3.192609606
5.154515452,5.003082478
5.155515552,1.518627174
5.156515652,2.979640686
5.157515752,3.813130096
5.158515852,4.535996353
5.159515952,3.813299653
5.160516052,2.932427518
5.161516152,3.672996456
5.162516252,3.209808992
5.163516352,4.505933373
5.164516452,5.17855014
5.165516552,5.295895911
5.166516652,3.634160984
5.167516752,4.397379652
5.168516852,6.352194483
5.169516952,3.8232222
5.170517052,4.834957433
5.171517152,5.264012787
5.172517252,4.234326056
5.173517352,5.269322011
5.174517452,5.622183823
5.175517552,4.614204922
5.176517652,6.390661699
5.177517752,5.90853489
5.178517852,7.119406839
5.179517952,4.737925606
5.180518052,6.353316436
5.181518152,4.717383919
5.182518252,5.448930149
5.183518352,6.738211286
5.184518452,7.130696932
5.185518552,5.412352628
5.186518652,4.204726419
5.187518752,6.626401849
5.188518852,6.006799268
5.189518952,6.749741571
5.190519052,5.55116711
5.191519152,7.041222978
5.192519252,5.500456389
5.193519352,6.770074464
5.194519452,7.191444379
5.195519552,5.674055818
5.196519652,4.36435503
5.197519752,4.319145952
5.198519852,6.748424572
5.199519952,4.740468233
5.200520052,5.59694841
5.201520152,6.25763663
5.202520252,4.537544541
5.203520352,4.165725407
5.204520452,5.681591839
5.205520552,5.804258844
5.206520652,3.762760178
5.207520752,4.230616906
5.208520852,4.785853545
5.209520952,5.858050895
5.210521052,5.56503378
5.211521152,4.541565645
5.212521252,4.912449361
5.213521352,5.450765451
5.214521452,4.584673924
5.215521552,5.496904867
5.216521652,4.153304499
5.217521752,3.793449528
5.218521852,3.770774455
5.219521952,4.141786858
5.220522052,4.188755875
5.221522152,4.535438364
5.222522252,1.792683511
5.223522352,4.490383668
5.224522452,2.707232457
5.225522552,3.874981089
5.226522652,3.650924931
5.227522752,2.905087042
5.228522852,2.663104786
5.229522952,1.820116502
5.230523052,0.705695336
5.231523152,2.08359314
5.232523252,1.139888984
5.233523352,1.439981547
5.234523452,2.806121076
5.235523552,0.756805396
5.236523652,1.545850661
5.237523752,-1.070710439
5.238523852,0.225416698
5.239523952,1.762898114
5.240524052,-0.465952351
5.241524152,0.586204325
5.242524252,-0.7382075
5.243524352,2.143806211
5.244524452,1.590935807
5.245524552,0.713342913
5.246524652,0.851094905
5.247524752,-0.300921355
5.248524852,-0.271837067
5.249524952,-1.932322351
5.250525053,-0.740779745
5.251525153,-1.550529587
5.252525253,-0.148535536
5.253525353,-1.121796398
5.254525453,-2.732128896
5.255525553,0.184432466
5.256525653,-1.963376569
5.257525753,-0.888881306
5.258525853,-1.011650479
5.259525953,-3.75516735
5.260526053,-0.56897823
5.261526153,-3.549895582
5.262526253,-1.134067692
5.263526353,-1.988076372
5.264526453,-3.17213428
5.265526553,-1.724545313
5.266526653,-3.951205864
5.267526753,-2.408284988
5.268526853,-1.264473441
5.269526953,-2.64995723
5.270527053,-3.753089904
5.271527153,-2.327017313
5.272527253,-4.488289171
5.273527353,-2.511902418
5.274527453,-5.262581287
5.275527553,-2.413938655
5.276527653,-2.79769863
5.277527753,-3.434136163
5.278527853,-3.265622017
5.279527953,-4.686072695
5.280528053,-3.395263683
5.281528153,-4.288623047
5.282528253,-5.46295396
5.283528353,-3.738580095
5.284528453,-4.737964837
5.285528553,-3.279549031
5.286528653,-3.285368755
5.287528753,-5.208378585
5.288528853,-4.233849942
5.289528953,-3.949378108
5.290529053,-3.847015935
5.291529153,-2.776933921
5.292529253,-4.400069616
5.293529353,-2.691182248
5.294529453,-2.941015506
5.295529553,-3.985333241
5.296529653,-4.365811639
5.297529753,-4.027264806
5.298529853,-6.691457211
5.299529953,-2.852154057
5.300530053,-4.413486766
5.301530153,-4.331179877
5.302530253,-3.467368291
5.303530353,-3.422045275
5.304530453,-3.859395135
5.305530553,-4.952095795
5.306530653,-4.072170485
5.307530753,-2.331051
5.308530853,-4.688233526
5.309530953,-4.456916806
5.310531053,-3.697297831
5.311531153,-2.060909679
5.312531253,-4.784584405
5.313531353,-5.37054445
5.314531453,-5.09105984
5.315531553,-3.271445965
5.316531653,-3.792106209
5.317531753,-5.317676692
5.318531853,-3.086597886
5.319531953,-2.965329323
5.320532053,-2.152250805
5.321532153,-4.566704194
5.322532253,-4.133920718
5.323532353,-1.860293131
5.324532453,-3.562996713
5.325532553,-1.832477524
5.326532653,-1.954562001
5.327532753,-3.13021164
5.328532853,-3.114678359
5.329532953,-2.372575913
5.330533053,-4.813603058
5.331533153,-1.965782652
5.332533253,-4.459302455
5.333533353,-1.233705336
5.334533453,-1.515981276
5.335533553,-2.558294645
5.336533653,-2.036630971
5.337533753,-1.781723273
5.338533853,-1.253288115
5.339533953,-2.307784312
5.340534053,-0.953667076
5.341534153,-1.678241474
5.342534253,-0.586602991
5.343534353,0.340151304
5.344534453,-2.275665974
5.345534553,-1.466216683
5.346534653,-1.151134952
5.347534753,0.735395835
5.348534853,-1.904543427
5.349534953,-3.454203935
5.350535054,0.228586648
5.351535154,-1.118682454
5.352535254,-0.863573202
5.353535354,-0.183500925
5.354535454,-0.920522116
5.355535554,-1.597068312
5.356535654,-1.501065909
5.357535754,-1.899188979
5.358535854,-1.654272585
5.359535954,-1.198953409
5.360536054,0.214926418
5.361536154,1.361140154
5.362536254,-0.420739668
5.363536354,0.689004149
5.364536454,-0.158400671
5.365536554,-0.388632023
5.366536654,0.940147224
5.367536754,-1.430713902
5.368536854,-1.00297291
5.369536954,0.873257367
5.370537054,-1.968527732
5.371537154,-0.750011445
5.372537254,-0.30152218
5.373537354,0.600093233
5.374537454,-1.917952206
5.375537554,0.394052033
5.376537654,0.539033206
5.377537754,-0.691459299
5.378537854,-1.447285443
5.379537954,-0.708823095
5.380538054,-0.618850287
5.381538154,-0.879511289
5.382538254,-2.465794074
5.383538354,-1.29961334
5.384538454,-0.888747012
5.385538554,-0.944092628
5.386538654,0.23652253
5.387538754,0.411062482
5.388538854,-1.757227521
5.389538954,-2.027181387
5.390539054,-1.316163212
5.391539154,-1.786017043
5.392539254,-2.39329604
5.393539354,-2.104014494
5.394539454,-1.513663109
5.395539554,-3.262008301
5.396539654,-2.825512714
5.397539754,-1.415006021
5.398539854,-3.615093261
5.399539954,-2.626014122
5.400540054,-2.723803633
5.401540154,-1.165679628
5.402540254,-1.862761663
5.403540354,-3.552842037
5.404540454,-2.002986328
5.405540554,-3.671919595
5.406540654,-2.089982876
5.407540754,-2.228149721
5.408540854,-4.979445168
5.409540954,-4.311696782
5.410541054,-4.248049043
5.411541154,-3.995074976
5.412541254,-3.283168187
5.413541354,-3.6607933
5.414541454,-5.413522499
5.415541554,-3.096567899
5.416541654,-2.688376121
5.417541754,-4.317222054
5.418541854,-5.268272671
5.419541954,-5.629852186
5.420542054,-6.745290392
5.421542154,-5.670015909
5.422542254,-5.087627264
5.423542354,-4.912629223
5.424542454,-6.428711497
5.425542554,-5.937863279
5.426542654,-5.760895741
5.427542754,-6.103991181
5.428542854,-5.318470527
5.429542954,-6.186819379
5.430543054,-6.14354535
5.431543154,-7.591739452
5.432543254,-8.226244093
5.433543354,-6.943039993
5.434543454,-7.82192449
5.435543554,-6.683560631
5.436543654,-8.237009611
5.437543754,-7.0725241
5.438543854,-7.432708842
5.439543954,-8.07356675
5.440544054,-7.047692645
5.441544154,-5.670043293
5.442544254,-7.783916209
5.443544354,-6.88064956
5.444544454,-6.948607673
5.445544554,-6.498346663
5.446544654,-8.640109808
5.447544754,-8.722425195
5.448544854,-8.564407771
5.449544954,-7.239644144
5.450545055,-7.764971056
5.451545155,-8.934228536
5.452545255,-9.991263618
5.453545355,-10.70041106
5.454545455,-8.700976825
5.455545555,-9.162967552
5.456545655,-7.524301526
5.457545755,-10.61566532
5.458545855,-8.205415213
5.459545955,-10.2637008
5.460546055,-9.826957208
5.461546155,-9.884283945
5.462546255,-10.13059467
5.463546355,-9.152007973
5.464546455,-9.800680803
5.465546555,-9.59278453
5.466546655,-8.279365349
5.467546755,-8.907783091
5.468546855,-9.392699312
5.469546955,-10.61065933
5.470547055,-7.522175459
5.471547155,-8.210648086
5.472547255,-7.413623487
5.473547355,-9.33718192
5.474547455,-9.339556532
5.475547555,-8.223032895
5.476547655,-9.499251709
5.477547755,-8.064595773
5.478547855,-9.603355556
5.479547955,-8.763087257
5.480548055,-8.459153121
5.481548155,-9.131027638
5.482548255,-9.479902683
5.483548355,-7.855658821
5.484548455,-8.875382577
5.485548555,-8.604776921
5.486548655,-6.484732634
5.487548755,-9.540825255
5.488548855,-10.15659583
5.489548955,-8.182750386
5.490549055,-7.13561761
5.491549155,-7.631880243
5.492549255,-8.984769995
5.493549355,-6.939416092
5.494549455,-7.308356528
5.495549555,-7.486659161
5.496549655,-6.889667432
5.497549755,-7.907973582
5.498549855,-8.377010692
5.499549955,-5.594295153
5.500550055,-4.906926386
5.501550155,-5.542015091
5.502550255,-5.322067661
5.503550355,-5.731023038
5.504550455,-5.136420745
5.505550555,-5.525066661
5.506550655,-3.037387263
5.507550755,-4.148441167
5.508550855,-5.802644359
5.509550955,-3.452852508
5.510551055,-3.137507708
5.511551155,-3.633094558
5.512551255,-4.945663133
5.513551355,-2.522927998
5.514551455,-2.097992859
5.515551555,-2.653813469
5.516551655,-2.477335969
5.517551755,-4.098646518
5.518551855,-2.499052568
5.519551955,-3.677686495
5.520552055,-2.420858134
5.521552155,-2.031584434
5.522552255,-1.990369621
5.523552355,-1.593936407
5.524552455,-1.774307482
5.525552555,-1.35801061
5.526552655,-0.375658688
5.527552755,0.414098116
5.528552855,0.894200351
5.529552955,-1.606751648
5.530553055,0.033458207
5.531553155,-0.910635903
5.532553255,-0.24304415
5.533553355,-0.565033067
5.534553455,2.87664911
5.535553555,-0.070143234
5.536553655,0.537305596
5.537553755,1.385434492
5.538553855,2.683762534
5.539553955,1.072894292
5.540554055,3.273474714
5.541554155,0.295838671
5.542554255,2.92783929
5.543554355,3.774996144
5.544554455,4.568753516
5.545554555,3.268050812
5.546554655,3.049473536
5.547554755,2.966072429
5.548554855,3.605376888
5.549554955,5.383631576
5.550555056,3.255215772
5.551555156,4.396890833
5.552555256,5.09575978
5.553555356,3.858392925
5.554555456,4.203144377
5.555555556,5.115492734
5.556555656,7.234887158
5.557555756,5.027475961
5.558555856,4.892671618
5.559555956,6.169217282
5.560556056,4.938322741
5.561556156,4.736697952
5.562556256,3.833302157
5.563556356,6.722270088
5.564556456,6.831807798
5.565556556,5.348042137
5.566556656,5.376451612
5.567556756,6.7434698
5.568556856,5.258401093
5.569556956,7.539600685
5.570557056,6.031520563
5.571557156,6.215809299
5.572557256,6.63585391
5.573557356,7.459276163
5.574557456,7.404504987
5.575557556,7.150014671
5.576557656,4.950074991
5.577557756,6.097280022
5.578557856,5.791893723
5.579557956,4.811526656
5.580558056,6.626962722
5.581558156,7.025744514
5.582558256,6.287445107
5.583558356,5.032919126
5.584558456,6.414788736
5.585558556,7.550154646
5.586558656,8.343659932
5.587558756,6.226713685
5.588558856,7.616986314
5.589558956,7.767103057
5.590559056,9.980352906
5.591559156,7.331095662
5.592559256,4.868316904
5.593559356,5.056609416
5.594559456,5.870349767
5.595559556,5.38419812
5.596559656,6.693761936
5.597559756,7.963257237
5.598559856,5.788409451
5.599559956,6.91863891
5.600560056,7.447079002
5.601560156,5.244222281
5.602560256,6.507783434
5.603560356,5.509139832
5.604560456,5.635377909
5.605560556,5.905641206
5.606560656,5.161880414
5.607560756,5.596126658
5.608560856,5.165122426
5.609560956,6.165692963
5.610561056,6.025346098
5.611561156,2.866021844
5.612561256,4.632494862
5.613561356,3.645560793
5.614561456,4.065540075
5.615561556,0.929207418
5.616561656,4.605967107
5.617561756,3.733909016
5.618561856,3.638393844
5.619561956,2.651487748
5.620562056,2.19843797
5.621562156,3.277053514
5.622562256,1.393262786
5.623562356,2.126987123
5.624562456,2.773968078
5.625562556,3.22002971
5.626562656,2.566239974
5.627562756,1.491069721
5.628562856,2.427358289
5.629562956,2.341849667
5.630563056,-0.604914311
5.631563156,3.37005073
5.632563256,-0.712056695
5.633563356,2.0376111
5.634563456,-0.425867839
5.635563556,-0.955134683
5.636563656,1.018388694
5.637563756,0.111664284
5.638563856,-0.094727151
5.639563956,-1.712196357
5.640564056,-2.578486518
5.641564156,-1.893865999
5.642564256,0.397606902
5.643564356,-2.754506079
5.644564456,-1.003955633
5.645564556,-1.709572637
5.646564656,-3.835411918
5.647564756,-3.206632334
5.648564856,-3.354894811
5.649564956,-2.573102818
5.650565057,-2.485505819
5.651565157,-2.805369639
5.652565257,-1.671754592
5.653565357,-3.627164452
5.654565457,-3.870293728
5.655565557,-4.289083097
5.656565657,-3.795988418
5.657565757,-3.939926234
5.658565857,-4.371954502
5.659565957,-3.274067176
5.660566057,-4.076777741
5.661566157,-3.239686809
5.662566257,-4.48666726
5.663566357,-3.037220822
5.664566457,-6.825075129
5.665566557,-4.865969618
5.666566657,-2.754511352
5.667566757,-4.539555688
5.668566857,-6.11528052
5.669566957,-4.35574714
5.670567057,-6.800394864
5.671567157,-4.848396662
5.672567257,-5.342209998
5.673567357,-4.240474588
5.674567457,-5.818167745
5.675567557,-4.919205544
5.676567657,-5.738157527
5.677567757,-7.162807673
5.678567857,-4.430998494
5.679567957,-7.349642936
5.680568057,-4.990215478
5.681568157,-4.524095765
5.682568257,-4.192545248
5.683568357,-6.522293179
5.684568457,-6.146792622
5.685568557,-4.877064438
5.686568657,-5.832641024
5.687568757,-4.647625478
5.688568857,-6.986550633
5.689568957,-8.056459622
5.690569057,-4.546677571
5.691569157,-3.899674702
5.692569257,-4.501205342
5.693569357,-7.095270959
5.694569457,-6.364284774
5.695569557,-6.757401464
5.696569657,-7.085547239
5.697569757,-5.646595466
5.698569857,-5.706792773
5.699569957,-5.782928445
5.700570057,-4.881603234
5.701570157,-5.570463515
5.702570257,-3.72521929
5.703570357,-4.45650354
5.704570457,-5.529175983
5.705570557,-5.139001412
5.706570657,-6.114267419
5.707570757,-3.593024947
5.708570857,-4.146938166
5.709570957,-5.005279426
5.710571057,-3.112673258
5.711571157,-5.129891756
5.712571257,-3.14072642
5.713571357,-4.84348325
5.714571457,-1.282049427
5.715571557,-6.613017631
5.716571657,-4.282276092
5.717571757,-3.919552741
5.718571857,-4.38446722
5.719571957,-3.04117749
5.720572057,-2.506616495
5.721572157,-3.271085289
5.722572257,-4.916132558
5.723572357,-2.037730147
5.724572457,-4.025903199
5.725572557,-5.820575616
5.726572657,-3.09986774
5.727572757,-0.72773114
5.728572857,-2.432962699
5.729572957,-2.102725926
5.730573057,-1.877010037
5.731573157,-2.536980545
5.732573257,-2.933483575
5.733573357,-2.243895886
5.734573457,-1.671271509
5.735573557,-1.285023051
5.736573657,-1.520497223
5.737573757,-0.926710432
5.738573857,-1.524881523
5.739573957,-1.706493338
5.740574057,-0.366698501
5.741574157,-0.434664633
5.742574257,-1.493196938
5.743574357,-1.282408305
5.744574457,0.208636454
5.745574557,-1.130351723
5.746574657,1.159532622
5.747574757,0.324111087
5.748574857,-0.211188728
5.749574957,0.818729967
5.750575058,1.175184473
5.751575158,-0.987664459
5.752575258,0.850458241
5.753575358,0.839598387
5.754575458,2.021988016
5.755575558,2.922191379
5.756575658,0.755947738
5.757575758,1.727963706
5.758575858,3.02553358
5.759575958,3.471743431
5.760576058,3.220523964
5.761576158,0.448271842
5.762576258,1.634676685
5.763576358,3.403639073
5.764576458,2.914226173
5.765576558,1.423838291
5.766576658,0.559865289
5.767576758,2.239692684
5.768576858,2.671444582
5.769576958,2.865130538
5.770577058,3.155194255
5.771577158,4.735037609
5.772577258,3.957402913
5.773577358,3.72168216
5.774577458,3.369562924
5.775577558,2.799491803
5.776577658,3.114160374
5.777577758,4.515342564
5.778577858,4.140980195
5.779577958,3.476798852
5.780578058,5.088109531
5.781578158,5.486922469
5.782578258,4.608565341
5.783578358,4.832232368
5.784578458,2.944451265
5.785578558,3.787596876
5.786578658,4.895786645
5.787578758,5.350882459
5.788578858,3.884704182
5.789578958,4.128083551
5.790579058,6.159771639
5.791579158,4.706297055
5.792579258,0.912941444
5.793579358,4.762270158
5.794579458,4.693380234
5.795579558,6.136390317
5.796579658,5.332646829
5.797579758,5.071387289
5.798579858,3.731861071
5.799579958,4.465203676
5.800580058,5.007856616
5.801580158,4.337552344
5.802580258,4.362136402
5.803580358,5.09069642
5.804580458,5.852508433
5.805580558,4.288505951
5.806580658,6.160813651
5.807580758,4.831475987
5.808580858,4.762806589
5.809580958,5.298196392
5.810581058,3.187012137
5.811581158,4.156379266
5.812581258,3.833993523
5.813581358,3.435769068
5.814581458,3.492351528
5.815581558,4.073995798
5.816581658,2.388922925
5.817581758,2.501782381
5.818581858,2.123308167
5.819581958,5.076192442
5.820582058,3.052840901
5.821582158,1.943876874
5.822582258,2.867129843
5.823582358,3.237747968
5.824582458,1.136068229
5.825582558,3.056566982
5.826582658,4.07064298
5.827582758,2.821637121
5.828582858,2.716967228
5.829582958,2.395416548
5.830583058,3.363418346
5.831583158,3.846212003
5.832583258,4.948923595
5.833583358,1.90901663
5.834583458,1.66609195
5.835583558,1.606218293
5.836583658,0.507066366
5.837583758,1.974086561
5.838583858,2.594022079
5.839583958,1.317551606
5.840584058,3.231539676
5.841584158,-0.200688054
5.842584258,1.181563694
5.843584358,2.021525709
5.844584458,0.338726258
5.845584558,1.241754791
5.846584658,2.295627188
5.847584758,1.837943248
5.848584858,0.939802037
5.849584958,0.280555806
5.850585059,1.425518277
5.851585159,0.660299221
5.852585259,-1.098178279
5.853585359,1.030401648
5.854585459,0.879976624
5.855585559,2.476707979
5.856585659,2.559002612
5.857585759,1.150991752
5.858585859,1.508358462
5.859585959,0.796937173
5.860586059,0.146283801
5.861586159,2.521958275
5.862586259,2.901564134
5.863586359,-0.558356824
5.864586459,-0.146656508
5.865586559,-0.373788568
5.866586659,0.192751083
5.867586759,0.795669205
5.868586859,-1.054587825
5.869586959,1.547557413
5.870587059,1.964043632
5.871587159,1.201498588
5.872587259,0.644028249
5.873587359,0.734181323
5.874587459,0.754666811
5.875587559,-0.533225912
5.876587659,1.903858341
5.877587759,1.002519141
5.878587859,1.478756568
5.879587959,-0.189836689
5.880588059,2.534171728
5.881588159,-0.800032337
5.882588259,0.936203222
5.883588359,2.969357282
5.884588459,0.94193468
5.885588559,2.637496211
5.886588659,2.059383108
5.887588759,0.389135695
5.888588859,0.781783462
5.889588959,1.479240802
5.890589059,1.746924388
5.891589159,1.228053716
5.892589259,2.424373063
5.893589359,1.287784333
5.894589459,2.793571877
5.895589559,3.04557139
5.896589659,3.173039929
5.897589759,2.324629259
5.898589859,3.277477723
5.899589959,1.637279985
5.900590059,1.182649185
5.901590159,2.956446749
5.902590259,2.722729129
5.903590359,2.229907198
5.904590459,4.573728047
5.905590559,3.358103677
5.906590659,4.221572635
5.907590759,1.801448851
5.908590859,4.367628705
5.909590959,2.810767106
5.910591059,4.685122038
5.911591159,4.037726643
5.912591259,4.161027088
5.913591359,3.708602976
5.914591459,4.882013573
5.915591559,4.027601008
5.916591659,3.396971201
5.917591759,5.799892336
5.918591859,4.419000399
5.919591959,5.973275694
5.920592059,5.960662907
5.921592159,6.176068504
5.922592259,4.934775082
5.923592359,4.189168918
5.924592459,4.523492867
5.925592559,5.9770656
5.926592659,4.493052618
5.927592759,6.107991868
5.928592859,6.5238505
5.929592959,7.312264645
